Name,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Agg,Ant,Bra,Cmp,Cnt,Cre,Dec,Det,Fla,Inf,Off,Pos,Tea,Wor,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,LTh,Mar,Pas,Pen,Tac,Tec,Age,Position,Value,Predicted_value,Difference
 Aritz Aduriz            ,13,13,15,12,16,15,16,13,13,13,16,13,12,11,14,17,12,12,16,9,12,17, 7   , 9   , 13  , 15  ,13,8, 16  , 9   , 6   , 5   , 13  ,13, 8   ,13,30, ST                         ,6.75,21.198368,14.448368072509766
 Xisco                   ,12,9,14,13,14,14,14,12,12,14,13,14,7,11,12,9,11,6,14,9,11,9, 6   , 9   , 12  , 12  ,13,4, 15  , 10  , 10  , 5   , 13  ,12, 6   ,12,25, ST                  ,3.9000000000000004,8.82778,4.927779293060302
 Paolo Di Bella               ,9,10,11,9,9,13,7,6,7,9,5,8,7,8,5,9,6,2,6,9,10,11, 7   , 6   , 9   , 6   ,11,3, 9   , 4   , 1   , 1   , 7   ,7, 2   ,9,16," AM (RL), ST            ",0.10999999999999999,0.48894405,0.37894405364990236
 Florian Taulemesse      ,11,11,13,11,11,11,13,12,8,12,12,12,12,7,12,10,11,8,14,9,11,14, 5   , 6   , 10  , 12  ,10,8, 13  , 12  , 6   , 6   , 11  ,12, 3   ,10,25, ST                  ,0.21999999999999997,1.7472863,1.527286319732666
 Peter Odemwingie      ,15,13,14,11,14,15,15,13,9,12,10,12,12,13,11,14,14,11,15,9,12,14, 7   , 10  , 15  , 14  ,14,10, 10  , 13  , 7   , 5   , 10  ,13, 6   ,14,29," AM (R), ST               ",7.0,25.222786,18.222785472869873
 Fernando Forestieri         ,13,13,12,8,13,12,13,11,7,13,12,10,13,13,13,13,14,10,13,13,10,12, 9   , 12  , 16  , 12  ,9,12, 6   , 8   , 1   , 2   , 13  ,11, 10  ,15,21," AM (C), ST            ",2.3000000000000003,6.400554,4.100554180145264
 De Paula                    ,14,14,11,13,8,13,14,14,12,11,12,8,11,8,10,13,16,10,13,12,11,12, 7   , 8   , 10  , 14  ,9,10, 13  , 8   , 5   , 3   , 9   ,12, 7   ,12,27," AM (L), ST            ",2.3000000000000003,3.666482,1.3664819717407226
 Nathan Thomas         ,12,12,12,5,12,12,7,2,9,7,2,5,2,5,4,8,10,10,12,4,9,11, 6   , 4   , 11  , 8   ,8,5, 7   , 2   , 2   , 1   , 2   ,8, 1   ,11,16, ST                       ,0.05,0.16578197,0.11578197479248045
 Luke Varney          ,13,10,11,15,12,14,13,12,10,9,10,11,11,11,13,14,9,5,13,12,13,14, 6   , 12  , 14  , 10  ,13,6, 11  , 13  , 1   , 5   , 13  ,13, 8   ,13,28," AM (L), ST             ",1.2,4.3149114,3.114911365509033
 Elia Pellegrini             ,8,10,8,10,8,10,13,8,8,7,8,10,8,7,10,5,7,7,10,8,8,8, 8   , 7   , 7   , 10  ,8,7, 8   , 8   , 7   , 8   , 9   ,8, 7   ,8,21, ST                    ,0.03,0.33599138,0.305991382598877
 Kevin Schindler         ,13,10,14,14,13,14,11,13,11,9,12,9,9,10,10,14,8,9,10,11,12,14, 8   , 10  , 12  , 11  ,11,9, 12  , 12  , 8   , 8   , 11  ,8, 6   ,10,23," M/AM (L), ST                ",0.8999999999999999,4.2434263,3.3434263229370123
 Mario Mandzukic           ,13,14,16,14,18,16,18,13,17,12,16,10,14,14,9,17,14,10,12,9,10,18, 6   , 10  , 12  , 11  ,14,5, 15  , 10  , 6   , 7   , 13  ,12, 10  ,15,25, ST                                 ,6.5,33.43319,26.933189392089844
 Iker Muniain            ,17,15,14,5,12,14,11,11,13,14,14,12,13,13,14,14,17,11,14,3,10,13, 6   , 12  , 16  , 14  ,13,7, 8   , 10  , 3   , 3   , 12  ,10, 6   ,17,18," AM (LC), ST                ",12.5,41.316437,28.81643772125244
 Franco di Santo       ,14,10,15,17,18,12,16,14,8,13,8,10,12,12,12,18,8,7,13,8,17,18, 4   , 7   , 7   , 12  ,13,4, 12  , 7   , 4   , 8   , 11  ,8, 7   ,14,22, ST                       ,5.25,7.1169972,1.8669972419738767
 Ronny Rodelin                   ,14,13,15,16,13,12,13,12,7,12,11,10,11,10,10,14,16,5,13,6,8,12, 5   , 8   , 13  , 12  ,13,12, 14  , 14  , 5   , 4   , 10  ,12, 3   ,15,21, ST                  ,2.4,7.880802,5.480802154541015
 Joe Jackson          ,8,7,9,12,14,8,14,15,3,7,8,7,7,3,6,10,6,2,10,10,10,12, 4   , 3   , 6   , 13  ,9,3, 9   , 6   , 3   , 3   , 7   ,9, 5   ,9,18, ST                     ,0.005,0.63783646,0.6328364562988281
 Modibo Maga                    ,14,13,15,13,14,13,14,15,12,13,13,13,10,11,12,16,13,8,15,9,12,12, 12  , 11  , 14  , 14  ,14,11, 16  , 13  , 5   , 6   , 12  ,14, 4   ,15,23," AM (L), ST          ",4.3,25.583054,21.28305263519287
 Elan Gordon          ,11,11,11,8,14,11,4,3,8,2,3,8,2,3,3,8,13,1,11,2,6,8, 1   , 4   , 5   , 4   ,6,4, 9   , 2   , 1   , 1   , 6   ,3, 4   ,6,17, ST                     ,0.007,0.029454231,0.022454231262207032
 Rickie Lambert       ,9,10,13,14,11,10,12,16,9,12,11,13,12,13,12,10,14,10,13,12,14,10, 14  , 14  , 9   , 14  ,14,16, 14  , 14  , 1   , 4   , 14  ,16, 4   ,13,29, ST                     ,0.925,7.883506,6.958505821228027
 Juan Jos Muko          ,11,11,11,8,17,11,4,3,9,6,2,9,3,4,4,8,10,10,5,4,7,8, 7   , 5   , 6   , 6   ,9,2, 7   , 9   , 1   , 1   , 7   ,7, 1   ,10,18, ST                         ,0.011999999999999999,0.14238596,0.13038595962524413
 Pierre Becken           ,12,11,12,13,7,12,7,5,15,9,1,11,10,10,8,7,14,10,10,8,10,11, 2   , 6   , 9   , 11  ,10,6, 8   , 6   , 2   , 7   , 9   ,1, 3   ,10,23," M/AM (C), ST                ",0.04,0.5116749,0.4716748809814453
 Robin van Persie      ,13,17,15,13,10,14,14,13,16,16,13,14,13,17,11,14,16,12,15,8,12,12, 17  , 15  , 15  , 16  ,19,17, 13  , 16  , 11  , 8   , 15  ,17, 7   ,18,27," AM (R), ST               ",44.0,64.364426,20.364428520202633
 Eduardo Salvio          ,16,17,12,6,13,14,14,8,11,9,16,11,10,13,11,16,18,7,13,6,8,8, 11  , 13  , 14  , 13  ,13,10, 5   , 11  , 4   , 5   , 13  ,14, 7   ,15,21," M/AM (R), ST               ",5.25,22.737741,17.487741470336914
 Marouane Chamakh      ,14,14,17,14,13,13,17,15,11,17,15,13,14,13,15,15,13,11,15,12,18,17, 5   , 10  , 14  , 13  ,16,11, 18  , 14  , 5   , 9   , 13  ,14, 6   ,14,27, ST                       ,16.0,39.575256,23.575254917144775
 Nicky Maynard        ,16,12,10,9,16,15,10,7,5,13,11,14,10,8,11,15,14,9,14,13,10,14, 1   , 3   , 13  , 15  ,11,4, 10  , 16  , 2   , 3   , 10  ,8, 4   ,14,24, ST                     ,2.1,4.307983,2.2079829216003417
 Marco Augusto Romizi         ,12,13,7,6,18,12,13,8,7,10,8,10,12,11,9,10,7,12,10,12,10,12, 9   , 7   , 11  , 12  ,12,5, 12  , 11  , 5   , 5   , 9   ,3, 2   ,13,16, ST                     ,0.95,3.3108592,2.360859203338623
 Erik Jendrisek            ,17,15,13,8,13,15,17,11,5,12,9,8,10,8,9,11,10,9,14,7,10,18, 4   , 12  , 13  , 10  ,13,7, 10  , 9   , 2   , 6   , 12  ,7, 8   ,14,24," AM (L), ST                         ",3.5,16.145458,12.645458221435547
 Miroslav Klose               ,13,14,17,16,12,15,11,13,10,20,11,15,10,16,15,11,12,10,20,9,20,17, 10  , 12  , 14  , 13  ,11,4, 8   , 13  , 4   , 8   , 12  ,10, 8   ,14,22, ST                     ,3.1,22.203247,19.103247547149657
 Roberto Everton Franca       ,8,9,6,8,14,12,8,6,7,7,14,6,4,10,11,10,7,4,1,4,14,12, 9   , 5   , 6   , 5   ,7,6, 11  , 9   , 2   , 6   , 7   ,9, 2   ,11,17, ST                     ,0.12,0.17551422,0.05551422119140625
 Ryan Humphreys        ,12,11,11,3,13,12,5,2,9,8,3,2,4,11,4,9,7,5,5,2,8,10, 8   , 9   , 11  , 4   ,11,8, 4   , 6   , 1   , 1   , 10  ,6, 2   ,8,15," AM (RL), ST              ",0.05,0.40364027,0.3536402702331543
 Joy-Slayd Mickels         ,11,11,11,6,16,11,6,6,12,9,2,6,5,7,6,7,15,8,8,4,13,8, 7   , 7   , 11  , 7   ,9,4, 6   , 9   , 3   , 3   , 9   ,7, 1   ,10,17," AM (L), ST                         ",0.16,0.34456968,0.18456968307495117
 David Aganzo            ,14,13,4,10,8,13,11,13,9,13,15,13,14,11,11,15,15,4,15,10,10,12, 9   , 10  , 13  , 15  ,12,8, 15  , 10  , 6   , 8   , 12  ,16, 8   ,13,30, ST                  ,1.2,5.473573,4.273573207855224
 Tom Eaves             ,8,6,9,15,12,9,8,11,9,7,12,11,8,8,8,10,8,6,9,8,10,10, 3   , 6   , 10  , 9   ,7,5, 11  , 7   , 3   , 6   , 7   ,8, 7   ,11,19, ST                       ,1.1,0.5894971,-0.5105029106140136
 Yohann Agosta                   ,13,9,13,11,15,12,10,14,5,7,12,11,9,6,8,10,11,7,10,2,7,8, 6   , 6   , 8   , 11  ,9,9, 7   , 5   , 3   , 3   , 6   ,13, 2   ,9,18, ST                  ,0.085,1.5448952,1.4598951721191407
 Nicol Cappellini           ,7,8,8,10,8,8,8,9,8,9,8,8,9,9,8,5,8,8,7,8,8,9, 9   , 8   , 8   , 9   ,9,8, 8   , 9   , 9   , 3   , 8   ,5, 4   ,9,19, ST                    ,0.005999999999999999,0.29325247,0.28725246810913085
 Alex Marone                  ,11,11,11,3,15,11,6,1,12,2,9,5,6,3,1,7,16,4,3,2,6,8, 6   , 3   , 9   , 8   ,10,1, 10  , 7   , 1   , 2   , 5   ,9, 2   ,6,17, ST                     ,0.085,0.108914375,0.023914375305175775
 Andr-Pierre Gignac             ,15,12,17,13,9,12,14,17,12,14,16,11,12,11,10,16,12,11,14,8,12,17, 5   , 11  , 12  , 13  ,13,12, 11  , 14  , 5   , 7   , 11  ,15, 6   ,13,25, ST                  ,3.3000000000000003,30.605173,27.305173110961913
 Kai Herdling              ,14,13,10,10,11,13,11,11,13,9,13,11,10,9,10,14,10,12,14,3,10,10, 6   , 6   , 12  , 14  ,10,7, 10  , 9   , 3   , 4   , 9   ,9, 5   ,11,26, ST                                 ,1.1,4.1774225,3.0774225234985355
 Imanol Agirretxe        ,12,11,14,13,13,13,12,14,12,13,15,14,13,12,14,13,11,10,15,9,13,15, 4   , 10  , 11  , 13  ,11,9, 15  , 12  , 7   , 4   , 11  ,13, 5   ,14,24, ST                         ,3.1,10.624464,7.524463558197021
 Gianvito Misuraca           ,12,10,10,12,14,11,12,11,10,10,14,11,12,13,12,14,10,11,12,11,14,12, 11  , 9   , 10  , 13  ,11,11, 10  , 11  , 5   , 9   , 14  ,11, 9   ,10,21," AM (RLC), ST          ",2.3000000000000003,3.7244296,1.4244296073913574
 Marco Ruben             ,14,13,13,10,14,13,13,11,14,14,15,12,11,12,13,18,13,9,16,7,11,13, 9   , 10  , 13  , 16  ,13,10, 15  , 12  , 7   , 6   , 12  ,14, 8   ,13,24, ST                         ,5.25,25.668306,20.418306350708008
 Sa£l                    ,15,11,13,9,12,13,11,15,10,12,11,13,11,12,12,12,13,9,13,8,8,8, 5   , 7   , 13  , 13  ,8,8, 11  , 14  , 5   , 5   , 7   ,13, 5   ,12,25," AM (L), ST          ",2.0,3.7193322,1.719332218170166
 Daniel Bello                 ,9,11,11,9,12,13,8,5,13,11,14,6,10,6,10,10,3,4,3,10,16,13, 3   , 5   , 8   , 11  ,8,7, 11  , 7   , 8   , 3   , 7   ,11, 4   ,10,17, ST                     ,0.375,1.187017,0.8120169639587402
 I¤igo Vlez             ,12,12,11,17,15,11,12,16,10,12,11,10,12,12,12,14,13,12,12,12,14,14, 4   , 8   , 10  , 11  ,11,5, 18  , 14  , 5   , 5   , 12  ,9, 10  ,11,29, ST                  ,1.0,3.3524776,2.352477550506592
 Ross Wilson          ,9,8,8,11,13,10,5,11,4,5,4,8,8,9,11,5,15,5,10,10,12,9, 6   , 9   , 11  , 7   ,7,2, 10  , 7   , 2   , 1   , 7   ,8, 2   ,9,18," AM (RL), ST            ",0.005,0.1806283,0.17562829971313476
 Kealan Dillon        ,12,13,13,10,15,11,7,4,14,7,3,4,6,9,5,8,11,1,10,6,11,12, 6   , 6   , 7   , 5   ,7,9, 8   , 4   , 1   , 7   , 5   ,4, 3   ,8,17," M (C), ST              ",0.007,0.07123709,0.06423708724975585
 Kingsley Onuegbu        ,10,8,15,16,13,14,8,17,13,14,14,17,9,12,11,12,13,7,14,5,12,9, 3   , 7   , 11  , 12  ,12,5, 11  , 5   , 5   , 2   , 10  ,11, 5   ,11,25, ST                          ,1.3,12.393597,11.093596172332765
 Simon Church         ,13,10,11,12,15,13,15,14,8,14,13,12,12,9,9,10,5,4,13,7,11,13, 8   , 10  , 10  , 13  ,10,5, 11  , 9   , 2   , 5   , 9   ,13, 7   ,11,22, ST                     ,1.0,4.50392,3.503920078277588
 Craig Sutherland     ,14,14,10,11,9,14,7,6,11,11,8,8,6,3,8,10,13,7,6,5,10,12, 3   , 2   , 9   , 9   ,9,8, 3   , 2   , 1   , 3   , 8   ,6, 3   ,6,22, ST                     ,0.09,0.56943893,0.47943893432617185
 mit Eminoglu         ,12,9,11,11,15,9,7,4,14,8,3,8,7,11,8,8,8,7,8,3,10,12, 5   , 3   , 10  , 13  ,10,8, 9   , 10  , 1   , 9   , 5   ,3, 6   ,8,16," M (C), ST                ",0.095,0.30035257,0.20535257339477536
 Frdric Piquionne   ,14,12,15,14,15,14,14,13,13,12,13,11,8,11,8,15,13,7,14,7,8,12, 6   , 11  , 14  , 12  ,13,9, 15  , 13  , 5   , 4   , 12  ,12, 2   ,14,32," AM (R), ST             ",1.7999999999999998,7.620232,5.820232105255128
 Mustafa Kucukovic       ,9,12,16,16,13,12,13,14,13,12,13,10,10,9,9,12,11,6,13,7,11,13, 5   , 7   , 10  , 11  ,12,7, 15  , 13  , 6   , 7   , 8   ,13, 4   ,10,24, ST                          ,0.325,4.548633,4.223633098602296
 Ajdin Mehinovic           ,9,10,6,7,13,9,7,7,11,7,10,7,8,10,10,6,8,10,8,6,7,7, 9   , 11  , 8   , 8   ,7,10, 7   , 8   , 3   , 5   , 7   ,7, 6   ,10,17," AM (C), ST                         ",0.725,0.370636,-0.354364013671875
 Steven von der Burg       ,7,4,5,14,11,4,12,12,4,8,4,5,8,4,5,9,3,4,3,11,6,6, 4   , 4   , 3   , 18  ,3,6, 14  , 4   , 5   , 3   , 6   ,4, 3   ,3,16, ST                                 ,0.022000000000000002,0.31044245,0.2884424476623535
 Shola Ameobi          ,12,8,11,15,13,13,11,16,8,11,13,14,5,10,12,7,13,8,12,9,13,8, 5   , 10  , 13  , 12  ,13,6, 14  , 8   , 4   , 5   , 10  ,18, 5   ,10,29, ST                       ,5.5,4.934807,-0.5651931762695317
 Nathan Delfouneso     ,18,13,14,12,14,15,12,8,9,10,11,12,11,8,7,7,14,7,13,6,8,12, 3   , 9   , 13  , 13  ,14,2, 7   , 9   , 5   , 6   , 7   ,10, 5   ,14,20, ST                       ,5.5,9.35822,3.8582201004028316
 Niklas Holzweiáig         ,12,11,10,10,14,11,4,5,9,9,6,5,6,2,3,9,7,8,8,4,6,9, 8   , 4   , 5   , 7   ,8,8, 12  , 2   , 1   , 1   , 7   ,2, 2   ,4,18, ST                                 ,0.08,0.11202097,0.03202096939086914
 Leroy Lita            ,16,17,7,7,15,13,13,14,10,15,12,10,10,5,8,15,12,6,13,9,9,9, 4   , 8   , 9   , 13  ,8,6, 13  , 9   , 12  , 5   , 9   ,12, 6   ,11,26, ST                       ,2.8000000000000003,3.9431572,1.1431571960449216
 Franois Rio                    ,12,12,12,2,3,12,5,3,7,5,2,6,5,7,6,8,6,1,12,4,7,10, 2   , 4   , 9   , 12  ,12,2, 8   , 9   , 1   , 2   , 6   ,7, 1   ,7,18, ST                  ,0.06,0.4848981,0.42489809036254883
 Jean-Baptiste Defrancq          ,12,10,8,10,13,13,9,7,5,8,6,8,8,9,9,12,12,10,10,2,5,7, 10  , 9   , 9   , 11  ,11,9, 6   , 7   , 3   , 2   , 8   ,9, 2   ,11,17, ST                  ,0.09,2.2862148,2.196214828491211
 Den¡s                   ,11,8,8,5,13,9,3,2,8,2,2,2,1,3,1,8,5,10,1,1,6,8, 2   , 3   , 9   , 5   ,8,1, 7   , 9   , 1   , 1   , 4   ,6, 1   ,3,16, ST                  ,0.007,0.017645359,0.01064535903930664
 Jordan Clark         ,11,8,11,6,8,9,6,3,12,7,1,8,5,10,6,6,13,6,12,2,7,8, 5   , 4   , 8   , 10  ,11,8, 9   , 5   , 2   , 5   , 7   ,8, 2   ,10,17, ST                     ,0.925,0.29114485,-0.633855152130127
 Marek Mintal            ,11,11,12,10,15,10,13,11,9,14,12,11,14,11,12,16,15,13,14,9,12,10, 6   , 10  , 10  , 13  ,14,10, 10  , 14  , 8   , 7   , 14  ,17, 9   ,14,33," AM (C), ST                  ",0.4,4.4289327,4.028932666778565
 Kisho Yano                ,12,12,12,14,12,13,14,15,12,14,13,12,13,9,15,10,7,11,8,12,15,14, 5   , 8   , 12  , 9   ,12,7, 15  , 11  , 9   , 7   , 12  ,9, 7   ,13,27, ST                                 ,2.7,4.9999213,2.2999213218688963
 Lassad                  ,13,14,12,13,6,14,11,13,7,13,12,13,11,12,12,14,15,7,15,7,6,13, 7   , 10  , 16  , 13  ,14,12, 11  , 12  , 5   , 2   , 12  ,10, 3   ,15,25," AM (C), ST          ",2.1,18.620234,16.5202335357666
 Kike                    ,14,13,8,10,6,15,11,9,5,13,15,7,12,12,12,16,16,6,14,8,10,9, 7   , 10  , 15  , 12  ,8,7, 10  , 5   , 6   , 4   , 13  ,7, 5   ,16,23," M (R), AM (RC), ST         ",2.9,4.593942,1.693942165374756
 Shinji Okazaki            ,15,16,14,10,14,13,12,9,15,16,18,13,13,7,11,13,8,7,14,6,8,16, 6   , 7   , 12  , 14  ,14,7, 17  , 12  , 5   , 6   , 9   ,11, 9   ,13,25," AM (C), ST                         ",4.8,20.245295,15.44529457092285
 Mladen Petric             ,13,14,10,15,13,11,12,11,7,18,10,17,18,15,18,10,10,9,14,6,7,7, 12  , 13  , 9   , 18  ,17,16, 17  , 17  , 5   , 3   , 13  ,16, 5   ,14,30, ST                                 ,6.25,29.540024,23.290023803710938
 Robert Leipertz         ,11,11,11,7,13,10,5,2,11,6,4,6,5,7,5,10,8,4,11,4,14,10, 4   , 4   , 11  , 11  ,10,5, 11  , 6   , 1   , 2   , 2   ,7, 1   ,8,18, ST                          ,0.011999999999999999,0.19125223,0.17925223159790038
 Giovanni Marthly               ,10,7,13,14,15,12,5,9,8,8,6,11,7,7,7,9,12,3,11,4,4,8, 9   , 4   , 9   , 12  ,7,4, 11  , 8   , 3   , 4   , 5   ,13, 3   ,9,17, ST                  ,1.1,0.39150715,-0.7084928512573242
 Magaye Gueye          ,14,15,12,9,13,15,13,12,7,11,11,13,11,12,12,14,13,5,14,6,11,11, 7   , 9   , 14  , 14  ,13,9, 11  , 11  , 5   , 3   , 11  ,12, 3   ,14,20," AM (LC), ST              ",5.5,20.814785,15.314785957336426
 Emiliano Bonazzoli          ,7,5,12,16,12,8,12,18,12,15,15,12,12,14,16,16,9,10,16,13,16,15, 5   , 5   , 12  , 13  ,12,5, 19  , 15  , 6   , 5   , 10  ,14, 14  ,11,32, ST                    ,0.475,1.4744139,0.9994138717651367
 Alessio Fabbri              ,11,11,11,10,8,11,3,2,5,6,6,9,7,5,1,10,10,1,9,2,4,7, 6   , 4   , 5   , 10  ,9,4, 7   , 2   , 1   , 1   , 2   ,7, 2   ,5,16, ST                    ,0.005999999999999999,0.18302679,0.17702679061889648
 Emile Sinclair       ,13,10,6,11,14,15,8,11,6,7,8,9,8,6,6,7,10,4,8,3,9,9, 6   , 8   , 10  , 10  ,9,3, 6   , 6   , 1   , 1   , 5   ,6, 2   ,8,23, ST                     ,0.10999999999999999,0.73433876,0.6243387603759766
 Maxim Choupo-Moting       ,13,14,9,13,6,16,11,12,6,8,7,13,8,15,14,6,14,4,9,6,12,7, 8   , 12  , 14  , 9   ,16,6, 7   , 6   , 3   , 4   , 14  ,12, 5   ,15,22," AM (C), ST                         ",4.5,21.845291,17.345290660858154
 Thomas Mayer              ,12,10,9,8,14,12,6,4,10,2,4,9,5,9,6,10,10,11,10,5,11,11, 8   , 5   , 5   , 9   ,12,6, 6   , 11  , 1   , 4   , 11  ,8, 4   ,11,15," AM (C), ST                         ",1.1,0.54876804,-0.5512319564819336
 David Jansen            ,9,9,12,17,12,9,14,17,6,8,8,12,10,9,9,12,7,9,10,16,12,8, 4   , 3   , 6   , 11  ,12,8, 16  , 13  , 3   , 4   , 8   ,13, 2   ,9,23, ST                          ,0.15,1.5506911,1.4006911277770995
 Dominik Masek         ,11,9,6,1,14,10,7,3,9,12,7,8,8,10,9,8,11,9,13,4,8,12, 6   , 10  , 13  , 9   ,10,8, 12  , 10  , 1   , 3   , 9   ,9, 5   ,9,15," AM (RL), ST              ",0.275,1.4438367,1.1688366889953614
 Richard Sukuta-Pasu       ,15,13,14,13,17,16,12,15,12,10,11,13,9,7,10,12,14,6,11,5,11,11, 5   , 7   , 10  , 12  ,11,7, 9   , 8   , 6   , 4   , 8   ,11, 9   ,12,20, ST                                 ,3.2,5.9584236,2.758423614501953
 Jrmie Aliadire               ,16,16,9,12,12,16,14,7,6,14,5,9,12,9,8,7,7,4,16,7,14,13, 6   , 9   , 10  , 13  ,12,6, 10  , 6   , 8   , 4   , 9   ,7, 3   ,9,28," M/AM (R), ST        ",3.1,4.539075,1.4390748977661132
 Javo                    ,9,8,4,6,11,10,6,2,14,5,3,12,6,5,4,8,11,2,9,2,13,11, 3   , 4   , 9   , 12  ,12,3, 12  , 6   , 1   , 5   , 5   ,8, 2   ,12,18, ST                  ,0.016,0.32541513,0.3094151344299316
 Jeffrey Schlupp      ,14,11,7,5,10,16,8,9,7,7,5,8,7,7,8,10,9,5,10,6,8,12, 4   , 8   , 10  , 10  ,8,4, 6   , 7   , 3   , 3   , 7   ,9, 6   ,8,18," AM (L), ST             ",2.4,1.2866116,-1.113388442993164
 Raffael                   ,16,18,6,7,13,12,12,6,8,14,5,12,6,15,14,5,18,4,17,6,11,14, 11  , 13  , 17  , 9   ,18,11, 8   , 10  , 2   , 3   , 16  ,15, 7   ,17,26," AM (C), ST                         ",6.5,15.819745,9.319745063781738
 Park Chu-Young        ,17,15,14,12,12,13,15,13,9,14,13,11,12,14,14,15,14,12,15,9,14,16, 8   , 9   , 13  , 11  ,16,14, 15  , 12  , 5   , 5   , 14  ,12, 4   ,16,25," AM (LC), ST              ",4.9,38.644844,33.74484548568725
 Antonio Floro Flores         ,13,14,12,12,15,15,10,11,6,10,10,11,9,14,13,9,16,9,13,6,11,8, 5   , 11  , 15  , 14  ,15,11, 15  , 14  , 2   , 4   , 14  ,12, 4   ,15,28, ST                     ,4.4,30.798794,26.398792839050294
 Edouard Butin                   ,15,14,14,10,14,11,12,13,7,12,11,14,13,9,10,12,12,7,15,8,7,13, 5   , 9   , 12  , 12  ,12,8, 13  , 10  , 6   , 3   , 12  ,14, 3   ,12,23, ST                  ,2.2,5.112672,2.9126718521118167
 Guido Koer             ,13,13,8,7,10,12,9,10,8,10,12,9,9,11,10,10,8,7,12,9,10,11, 9   , 10  , 12  , 12  ,11,9, 8   , 10  , 5   , 7   , 9   ,9, 7   ,12,22," M/AM (RL), ST               ",0.275,3.2870913,3.012091255187988
 Benjamin Lauth          ,14,13,12,11,13,13,14,9,11,13,11,13,10,11,12,12,15,12,14,4,13,14, 16  , 10  , 12  , 14  ,14,11, 13  , 13  , 3   , 2   , 11  ,15, 5   ,14,29, ST                          ,3.7,16.747711,13.047710704803466
 Borja Viguera           ,12,12,14,12,11,13,10,11,13,12,11,12,12,13,12,14,13,10,12,5,11,14, 11  , 8   , 12  , 12  ,12,12, 12  , 13  , 3   , 3   , 13  ,11, 4   ,15,24," AM (C), ST          ",2.3000000000000003,7.0774126,4.777412605285645
 Mattia Centrella            ,12,10,10,8,8,9,3,6,13,2,1,6,4,5,3,5,8,7,9,5,3,7, 4   , 3   , 8   , 10  ,7,2, 7   , 6   , 2   , 3   , 3   ,5, 1   ,6,17, ST                    ,0.007,0.036330223,0.029330223083496094
 Matteo Saias                 ,11,8,3,6,9,9,5,2,14,5,3,7,12,3,8,7,4,4,4,8,8,10, 4   , 8   , 13  , 8   ,10,4, 5   , 5   , 4   , 2   , 8   ,12, 2   ,12,17," AM (RL), ST            ",0.04,0.16917467,0.1291746711730957
 Jack Marriott        ,11,11,11,2,12,11,7,6,15,2,7,8,1,5,1,10,6,8,6,3,12,12, 1   , 1   , 6   , 5   ,11,3, 10  , 2   , 1   , 1   , 1   ,1, 1   ,6,16, ST                     ,0.007,0.0764966,0.06949660110473632
 John Popoola          ,11,5,2,11,15,10,5,2,6,5,8,3,2,2,1,7,9,10,7,1,10,8, 2   , 4   , 5   , 10  ,9,1, 10  , 3   , 1   , 2   , 2   ,7, 1   ,9,17, ST                       ,0.035,0.08373499,0.04873498916625977
 Alessandro Matri             ,16,14,14,11,17,16,13,15,8,15,14,12,12,11,13,12,10,9,16,9,9,15, 4   , 6   , 14  , 16  ,13,7, 13  , 8   , 4   , 3   , 11  ,13, 3   ,12,26," AM (RL), ST            ",12.5,27.454298,14.954297542572021
 V¡ctor Monta¤o                  ,16,14,14,8,15,14,13,14,13,13,14,12,12,12,11,14,15,8,16,7,10,13, 8   , 10  , 14  , 14  ,12,12, 9   , 13  , 5   , 4   , 11  ,14, 6   ,14,27, ST                  ,6.0,16.6702,10.670200824737549
 Gary McSheffrey      ,13,14,14,8,10,12,14,8,11,12,10,11,10,11,10,10,12,9,11,10,11,11, 11  , 12  , 12  , 12  ,11,12, 5   , 14  , 3   , 4   , 12  ,12, 5   ,12,28," M/AM (L), ST           ",1.0,5.281675,4.281674861907959
 Jay Emmanuel-Thomas  ,12,14,16,16,13,13,14,16,8,10,10,10,8,9,9,14,14,13,12,8,8,6, 2   , 10  , 13  , 14  ,14,3, 13  , 14  , 4   , 7   , 11  ,7, 11  ,14,20," DM, M/AM (LC), ST      ",2.4,30.533934,28.133933639526365
 Daniele Cacia               ,15,12,10,13,10,13,12,14,14,12,12,12,10,9,10,12,14,14,11,8,14,12, 5   , 11  , 13  , 17  ,11,7, 14  , 9   , 4   , 3   , 10  ,14, 6   ,14,27, ST                    ,2.5,27.548618,25.04861831665039
 Lettieri Cuono              ,12,8,11,9,9,8,5,4,13,3,2,7,5,7,5,7,10,3,8,5,8,9, 4   , 3   , 6   , 6   ,10,2, 8   , 2   , 1   , 3   , 7   ,2, 4   ,9,20, ST                    ,0.007,0.03771782,0.030717819213867188
 Tom Hitchcock         ,12,12,8,9,13,13,11,8,13,8,10,7,9,8,7,15,10,7,12,8,12,14, 9   , 5   , 7   , 13  ,8,8, 11  , 9   , 5   , 5   , 8   ,10, 6   ,9,18, ST                       ,0.55,1.1178851,0.5678851127624511
 J nos L zok             ,14,10,11,8,13,10,5,8,15,9,16,9,9,15,8,12,16,10,10,5,14,10, 11  , 12  , 13  , 12  ,12,14, 5   , 12  , 2   , 1   , 13  ,10, 6   ,14,26," AM (RLC), ST                ",0.21999999999999997,3.6461163,3.426116256713867
